organization_name,shelter_name,sector,occupancy
City of Toronto,Birkdale Residence,Families,188
City of Toronto,Birkdale Residence,Families,107
City of Toronto,Family Residence,Co-ed,6
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,2
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,88
City of Toronto,Streets To Homes,Co-ed,13
City of Toronto,Women's Residence,Co-ed,72
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,52
Homes First Society,HFS - Strachan House,Co-ed,2
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,64
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,169
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,49
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,83
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,100
COSTI Immigrant Services,COSTI Reception Centre,Families,37
COSTI Immigrant Services,COSTI Reception Centre,Families,97
COSTI Immigrant Services,COSTI Reception Centre,Families,216
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,5
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,181
City of Toronto,Birkdale Residence,Families,107
City of Toronto,Family Residence,Co-ed,4
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,88
City of Toronto,Streets To Homes,Co-ed,12
City of Toronto,Women's Residence,Co-ed,72
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,50
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,64
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,169
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,49
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,90
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,104
COSTI Immigrant Services,COSTI Reception Centre,Families,37
COSTI Immigrant Services,COSTI Reception Centre,Families,97
COSTI Immigrant Services,COSTI Reception Centre,Families,217
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,5
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,181
City of Toronto,Birkdale Residence,Families,104
City of Toronto,Family Residence,Co-ed,3
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,62
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,94
City of Toronto,Streets To Homes,Co-ed,11
City of Toronto,Women's Residence,Co-ed,74
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,52
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,60
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,171
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,49
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,107
COSTI Immigrant Services,COSTI Reception Centre,Families,32
COSTI Immigrant Services,COSTI Reception Centre,Families,95
COSTI Immigrant Services,COSTI Reception Centre,Families,217
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,5
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,180
City of Toronto,Birkdale Residence,Families,108
City of Toronto,Family Residence,Co-ed,3
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,60
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,90
City of Toronto,Streets To Homes,Co-ed,11
City of Toronto,Women's Residence,Co-ed,73
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,51
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,20
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,24
The MUC Shelter Corporation,Sojourn House,Families,60
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,171
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,49
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,109
COSTI Immigrant Services,COSTI Reception Centre,Families,16
COSTI Immigrant Services,COSTI Reception Centre,Families,92
COSTI Immigrant Services,COSTI Reception Centre,Families,214
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,5
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,184
City of Toronto,Birkdale Residence,Families,98
City of Toronto,Family Residence,Co-ed,3
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,57
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,88
City of Toronto,Streets To Homes,Co-ed,11
City of Toronto,Women's Residence,Co-ed,73
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,4
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,29
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,53
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,60
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,175
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,47
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,120
COSTI Immigrant Services,COSTI Reception Centre,Families,11
COSTI Immigrant Services,COSTI Reception Centre,Families,92
COSTI Immigrant Services,COSTI Reception Centre,Families,214
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,24
City of Toronto,Birkdale Residence,Families,186
City of Toronto,Birkdale Residence,Families,94
City of Toronto,Family Residence,Co-ed,3
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,55
City of Toronto,Family Residence,Families,49
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,67
City of Toronto,Robertson House,Families,91
City of Toronto,Streets To Homes,Co-ed,11
City of Toronto,Women's Residence,Co-ed,71
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,25
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,53
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,175
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,46
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,125
COSTI Immigrant Services,COSTI Reception Centre,Families,11
COSTI Immigrant Services,COSTI Reception Centre,Families,92
COSTI Immigrant Services,COSTI Reception Centre,Families,211
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,21
City of Toronto,Birkdale Residence,Families,182
City of Toronto,Birkdale Residence,Families,91
City of Toronto,Family Residence,Co-ed,3
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,57
City of Toronto,Family Residence,Families,49
City of Toronto,Family Residence,Families,64
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,91
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,70
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,4
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,22
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,41
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,29
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,42
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,15
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,41
The MUC Shelter Corporation,Sojourn House,Families,175
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,119
COSTI Immigrant Services,COSTI Reception Centre,Families,16
COSTI Immigrant Services,COSTI Reception Centre,Families,92
COSTI Immigrant Services,COSTI Reception Centre,Families,208
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,21
City of Toronto,Birkdale Residence,Families,182
City of Toronto,Birkdale Residence,Families,91
City of Toronto,Family Residence,Co-ed,2
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,60
City of Toronto,Family Residence,Families,49
City of Toronto,Family Residence,Families,64
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,71
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,4
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,23
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,37
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,176
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,87
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,123
COSTI Immigrant Services,COSTI Reception Centre,Families,16
COSTI Immigrant Services,COSTI Reception Centre,Families,90
COSTI Immigrant Services,COSTI Reception Centre,Families,206
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,24
City of Toronto,Birkdale Residence,Families,180
City of Toronto,Birkdale Residence,Families,91
City of Toronto,Family Residence,Co-ed,1
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,60
City of Toronto,Family Residence,Families,51
City of Toronto,Family Residence,Families,61
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,73
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,41
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,21
Fred Victor Centre,FV Women's Transition to Housing,Women,23
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,22
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,36
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,16
Society of St.Vincent De Paul,SVDP - Elisa House,Women,19
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,14
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,57
The MUC Shelter Corporation,Sojourn House,Co-ed,42
The MUC Shelter Corporation,Sojourn House,Families,179
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,44
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,6
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,25
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,1
COSTI Immigrant Services,COSTI Reception Centre,Families,121
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,201
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,4
COSTI Immigrant Services,COSTI Reception Centre,Women,2
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,185
City of Toronto,Birkdale Residence,Families,87
City of Toronto,Family Residence,Co-ed,1
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,57
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,61
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,0
City of Toronto,Fort York Residence,Co-ed,66
City of Toronto,Robertson House,Families,99
City of Toronto,Streets To Homes,Co-ed,10
City of Toronto,Women's Residence,Co-ed,74
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,4
